,created_at,tweet_content,keyword,user_location,hashtags,symbols,urls,user_mentions,avg_sentiment
59,2021-05-04 12:39:49,"aproveitando que o @nubank na nos TT, bora cobrar o apple pay já que foi promessa de fim de ano",['Nubank'],Vitória da Conquista,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [19, 26]}]",1
60,2021-05-04 12:39:49,@fridasdaughter E eu aqui também sigo na mó paz sendo testemunha de Xiaomi! 🗣️,['Xiaomi'],Ilha de Lesbos,[],[],[],"[{'screen_name': 'fridasdaughter', 'name': 'lu', 'id': 1275661284055400450, 'id_str': '1275661284055400450', 'indices': [0, 15]}]",1
61,2021-05-04 12:39:55,"A quem interessar possa, estou com um novo projeto: a @HugMeClub, loja virtual que trabalha com produtos nacionais e importados de diversos setores. Originais de marcas renomadas como Calvin Klein, Tommy Hilfiger, Michael Kors, Carter's, Nike, Puma, dentre outras.",['Nike'],"Belo Horizonte, Brasil",[],[],[],"[{'screen_name': 'ramaodamassa', 'name': 'Ramon', 'id': 55749053, 'id_str': '55749053', 'indices': [3, 16]}, {'screen_name': 'HugMeClub', 'name': 'Hug Me Club', 'id': 177844326, 'id_str': '177844326', 'indices': [72, 82]}]",1
62,2021-05-04 12:39:56,"Alô @nubank se tá rolando um aumento de limite, lembra de mim! Quelu mutuuuu",['Nubank'],Rio de Janeiro,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [4, 11]}]",1
63,2021-05-04 12:40:01,E eu que tenho Nubank a anos e meu limite nunca aumentou nem 1 centavo 🤡🤡,['Nubank'],None,[],[],[],[],0
64,2021-05-04 12:40:06,"entao Nubank aumentou varios limites ate de quem nem ta com renda e eu que to com renda e pago tudo em dia, nao tenho, fdp",['Nubank'],Red Room,[],[],[],[],0
65,2021-05-04 12:40:17,sou datilografa virgem e gosto de coca cola,['Coca cola'],Pará,[],[],[],[],1
66,2021-05-04 12:40:19,@P0ssuidao xiaomi redmi note 10!!! (igual ao meu),['Xiaomi'],São Paulo - BR | Porto - PT,[],[],[],"[{'screen_name': 'P0ssuidao', 'name': 'João Freire', 'id': 1888938691, 'id_str': '1888938691', 'indices': [0, 10]}]",1
67,2021-05-04 12:40:25,sedenta por pontos na shein,['SHEIN'],Guilherme 👼🏽🥀🖤,[],[],[],[],0
68,2021-05-04 12:40:25,"vai toma no cu, taxa de 6,50 pra sacar dinheiro no nubank",['Nubank'],"Londrina, Brasil",[],[],[],[],0
69,2021-05-04 12:40:33,aposto que se eu for no @Banrisul eles me dão um limite maior do que eu pedi na @nubank,['Nubank'],Porto Alegre -RS,[],[],[],"[{'screen_name': 'Banrisul', 'name': 'Banrisul', 'id': 296257613, 'id_str': '296257613', 'indices': [24, 33]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [80, 87]}]",0
70,2021-05-04 12:40:34,"@mviana98_ Movimenta a conta da nubank que tu consegue um cartão deles, mesmo com nome sujo você consegue",['Nubank'],"São Gonçalo, Brasil",[],[],[],"[{'screen_name': 'mviana98_', 'name': 'Viana', 'id': 2287348307, 'id_str': '2287348307', 'indices': [0, 10]}]",1
71,2021-05-04 12:40:51,"Gente minhas comprinhas da shein estão no Brasil, quanto tempo será p entregar",['SHEIN'],cwb,[],[],[],[],1
72,2021-05-04 12:41:03,"@nubank @Joarlens Nubank rapaz 1,00 de limite é uma afronta, estou me sentindo menosprezada 🤣🤣🤣🤣🤣",['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}, {'screen_name': 'Joarlens', 'name': 'Joarlens Afonso', 'id': 2799218177, 'id_str': '2799218177', 'indices': [8, 17]}]",0
73,2021-05-04 12:41:14,@nubank Sustenta sua gracinha 😡,['Nubank'],"Vila Valério, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
74,2021-05-04 12:41:16,@pestanaskrr n eh que ela seja #### mas tbm n eh essas coca cola toda,['Coca cola'],death star,[],[],[],"[{'screen_name': 'pestanaskrr', 'name': 'sa ☘️ ⋮ 📚: six of crows ⍟', 'id': 1149107893381345280, 'id_str': '1149107893381345280', 'indices': [0, 12]}]",0
75,2021-05-04 12:41:43,@nubank @AckisaMayra A resposta sempre é triste :(((((((((((((((((( kkkk,['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}, {'screen_name': 'AckisaMayra', 'name': 'Áckisa Octa (33-32)🧚🏼\u200d♀️✭', 'id': 1531346412, 'id_str': '1531346412', 'indices': [8, 20]}]",1
76,2021-05-04 12:41:47,Primeira ficada e ele já me pediu uma blusa da Nike,['Nike'],"Vila Velha, Brasil",[],[],[],[],0
77,2021-05-04 12:41:55,A nubank ameaçou bloquear meu cartão se não pagasse a fatura kkk,['Nubank'],None,[],[],[],[],0
78,2021-05-04 12:42:13,como assim a Nubank tá aumentando o limite dos outros e o meu nada 😔,['Nubank'],Brasil,[],[],[],[],0
79,2021-05-04 12:42:40,Já no aguardo do e-mail que vai desanimar o resto do dia,[],Brazil,[],[],[],[],0
80,2021-05-04 12:42:44,Todo mundo ganhando aumento no limite do nubank e eu tendo o pedido do aumento recusado: 🤡🤡🤡,['Nubank'],Brasil,[],[],[],[],0
81,2021-05-04 12:42:48,"achei que meu pai não iria pagar o boleto da shein... mas ele foi bonzinho 🥺💜, lá vai eu ficar ansiosa pra chegar as coisas",['SHEIN'],None,[],[],[],[],1
82,2021-05-04 12:42:44,eu simplesmente ODEIO a @nubank,['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [24, 31]}]",0
83,2021-05-04 12:43:13,Toda vez que eu vejo Nubank nos trending me sobe uma agonia de medo de ser uma notícia ruim &amp; catastrófica.,['Nubank'],Idris,[],[],[],[],1
84,2021-05-04 12:43:28,"Recebi a encomenda da shein, finalmente acertei nos tamanhos, mas a coleira que mandei vir para o lord é pequena, meu eu nunca acerto 🤦🏻‍♂️",['SHEIN'],Setúbal,[],[],[],[],0
85,2021-05-04 12:43:31,@IsisOfMine @Rodrigolps_ @nubank Vc tem q pagar no dia ou um dia antes,['Nubank'],None,[],[],[],"[{'screen_name': 'IsisOfMine', 'name': 'Isah', 'id': 1287055173542715395, 'id_str': '1287055173542715395', 'indices': [0, 11]}, {'screen_name': 'Rodrigolps_', 'name': 'lovezinho', 'id': 487731479, 'id_str': '487731479', 'indices': [12, 24]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [25, 32]}]",1
86,2021-05-04 12:43:52,"@nubank Poxa, já são 6 anos de anos pontuais sem que eu não tenha sido agraciado em nenhuma delas :/",['Nubank'],Mariana-Mg,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
87,2021-05-04 12:44:11,ia comprar meu presente de aniversário no shopping mas acho q vou pegar no site da nike,['Nike'],Brasil,[],[],[],[],1
88,2021-05-04 12:43:53,"a humilhação do pobre, todos com aumento de limite no nubank e o meu nada 🤡",['Nubank'],None,[],[],[],[],0
89,2021-05-04 12:44:14,"ai @nubank tou vendo várias postagens de pessoas que tiveram seus limites aumentados hoje, tou esquecido no churrasco? 😩",['Nubank'],Brasil,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [3, 10]}]",1
90,2021-05-04 12:44:22,"@nubank bem que podia aumentar meu limite ein, eu pago tudo certinho",['Nubank'],"São Luís, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
91,2021-05-04 12:44:47,C6 é bem melhor que Nubank,['Nubank'],"Belo Horizonte, Brasil",[],[],[],[],1
92,2021-05-04 12:45:02,Nubank aumentando o limite de geral mas o meu.........,['Nubank'],"Rio de Janeiro, Brasil",[],[],[],[],0
93,2021-05-04 12:45:21,eu acho q guaraná antártica pisa mt em coca-cola,['Coca-cola'],"Recife, Brasil",[],[],[],"[{'screen_name': 'cxiovinicius', 'name': 'atlas', 'id': 1078070813641838592, 'id_str': '1078070813641838592', 'indices': [3, 16]}]",1
94,2021-05-04 12:45:44,to na duvida se vale mais a pena comprar roupa na shein ou na wish,['SHEIN'],None,[],[],[],[],1
95,2021-05-04 12:45:50,"@nubank  me atende, só queria tirar uma dúvida :(",['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
96,2021-05-04 12:45:53,Montei a seleção da Nike pra pegar esse time contra 21:00,['Nike'],Em outro patamar / Nilópolis,[],[],[],[],1
97,2021-05-04 12:45:53,Gostosoooo,[],"Nilocrime, RJ",[],[],[],"[{'screen_name': 'jenifersantos34', 'name': 'Jeninha🔥', 'id': 472399370, 'id_str': '472399370', 'indices': [3, 19]}]",1
98,2021-05-04 12:46:00,"Vamos concordar que o Banco Inter é o melhor banco.
E o Nubank só serve pra render os centavos, mas vai sacar pra te ver o absurdo.",['Nubank'],"Macapá, Brasil",[],[],[],[],0
99,2021-05-04 12:46:01,Nubank aumentando meu limite é mó perigo kkkk,['Nubank'],Embu,[],[],[],[],1
100,2021-05-04 12:46:05,"@RafaelF73578867 @BlogdoSaoPaulo @centauroesporte @sigaNetshoes @adidasbrasil @Nike Vendas da Nike, são exclusivas da Centauro! #informei",['Nike'],São Paulo - SP,"[{'text': 'informei', 'indices': [128, 137]}]",[],[],"[{'screen_name': 'RafaelF73578867', 'name': 'Rafael Felipe', 'id': 1213451510866038784, 'id_str': '1213451510866038784', 'indices': [0, 16]}, {'screen_name': 'BlogdoSaoPaulo', 'name': 'saopauloblog ❤🤍🖤', 'id': 27694036, 'id_str': '27694036', 'indices': [17, 32]}, {'screen_name': 'centauroesporte', 'name': 'centauroesporte', 'id': 17678527, 'id_str': '17678527', 'indices': [33, 49]}, {'screen_name': 'sigaNetshoes', 'name': 'Netshoes', 'id': 44447786, 'id_str': '44447786', 'indices': [50, 63]}, {'screen_name': 'adidasbrasil', 'name': 'adidasbrasil', 'id': 42894971, 'id_str': '42894971', 'indices': [64, 77]}, {'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [78, 83]}]",1
101,2021-05-04 12:46:18,mto lindo q inferno,[],"Nilocrime, RJ",[],[],[],"[{'screen_name': 'lightskinnalice', 'name': 'rainha do love song', 'id': 861180256568397824, 'id_str': '861180256568397824', 'indices': [3, 19]}]",1
102,2021-05-04 12:46:25,Fazendo umas comprinhas na shein,['SHEIN'],"Colômbia, Brasil",[],[],[],[],1
103,2021-05-04 12:46:27,"tamo juntão nubank, pode aumentar mais esse limite",['Nubank'],"Aracaju, Brasil",[],[],[],[],1
104,2021-05-04 12:47:05,A nubank so da limite alto pra quem n trabalha mesmo?,['Nubank'],None,[],[],[],"[{'screen_name': 'rangelweslley5', 'name': 'uerlei', 'id': 3356029973, 'id_str': '3356029973', 'indices': [3, 18]}]",0
105,2021-05-04 12:47:06,"Falei que melhoraria minha alimentação essa semana, eis que estou tomando Coca Cola no café da manhã",['Coca cola'],None,[],[],[],[],0
106,2021-05-04 12:47:06,Shein por acaso é só pra mulheres mano ????? Acabei de baixar e só aparece coisa feminina,['SHEIN'],"Itu, Brasil",[],[],[],[],0
107,2021-05-04 12:47:19,@rafaamarqss Ijsdjskskskskakka o pijama era da shein?,['SHEIN'],None,[],[],[],"[{'screen_name': 'rafaamarqss', 'name': 'rafa do vigor', 'id': 981542997958561792, 'id_str': '981542997958561792', 'indices': [0, 12]}]",1
108,2021-05-04 12:47:24,só qria ta saindo com ela cm nois dois trajados de Nike,['Nike'],None,[],[],[],[],1
109,2021-05-04 12:47:30,@hesceleb shein ne filhao KKKK quem me dera ter dinheiro pra comprar coisa na gucci ou prada,['SHEIN'],only harry,[],[],[],"[{'screen_name': 'hesceleb', 'name': 'guh| Chester e Farofa', 'id': 1370818401485086724, 'id_str': '1370818401485086724', 'indices': [0, 9]}]",1
110,2021-05-04 12:47:39,ok agora tudo que eu quero é um nike pixelado 🥵,['Nike'],None,[],[],[],[],1
111,2021-05-04 12:47:39,só qria ta saindo cm ele cm nois dois trajados de Nike,['Nike'],None,[],[],[],[],1
112,2021-05-04 12:47:47,@_joaopgatti @sophiaemanuella @nubank quando você pede aumento aí mesmo é que não aumentam e tu vai pruma espécie de “final de fila”,['Nubank'],"Sunyshore City, Sinnoh",[],[],[],"[{'screen_name': '_joaopgatti', 'name': 'xota pê', 'id': 1256108838526373889, 'id_str': '1256108838526373889', 'indices': [0, 12]}, {'screen_name': 'sophiaemanuella', 'name': 'sofia', 'id': 1110361523967455232, 'id_str': '1110361523967455232', 'indices': [13, 29]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [30, 37]}]",0
113,2021-05-04 12:47:52,"@PauloRMelo Algumas empresas com bastante Elixir: Delivery Center, Bcredi, Stone, Nubank, Magnetis, SumUp, Trybe",['Nubank'],"Curitiba, Brazil",[],[],[],"[{'screen_name': 'PauloRMelo', 'name': 'Paulo Melo', 'id': 61281540, 'id_str': '61281540', 'indices': [0, 11]}]",1
114,2021-05-04 12:48:22,"@lorenachss Aqui tb, até a própria SHEIN tá mais atualizada",['SHEIN'],None,[],[],[],"[{'screen_name': 'lorenachss', 'name': '𝕷𝖔𝖗𝖊𝖓𝖆', 'id': 340021930, 'id_str': '340021930', 'indices': [0, 11]}]",1
115,2021-05-04 12:48:59,e aí nubank vai aumentar meu limite não?,['Nubank'],"São Paulo, Brasil",[],[],[],[],1
116,2021-05-04 12:49:03,"Depois de 5 meses com o cartão de débito da nubank, hoje eles liberaram o de crédito com o limite de 200 reais rs! Até q enfim🙏🏼",['Nubank'],None,[],[],[],[],1
117,2021-05-04 12:48:58,shein é confiável gente?,['SHEIN'],Brazil,[],[],[],[],1
118,2021-05-04 12:49:05,Alguem pra me ajudar? @nubank,['Nubank'],Lomas de zamora,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [22, 29]}]",0
119,2021-05-04 12:49:18,@amazonilio daddy dá academia e tênis nike,['Nike'],sei não ó,[],[],[],"[{'screen_name': 'amazonilio', 'name': 'venti do agreste', 'id': 1042281715677454337, 'id_str': '1042281715677454337', 'indices': [0, 11]}]",0
120,2021-05-04 12:49:28,Acho que minhas compras do shein se perderam no meio do caminho ou o caminhão capotou e perdeu elas,['SHEIN'],None,[],[],[],[],0
121,2021-05-04 12:49:51,"Pedido em trânsito 🤦🏽‍♀️
Shein enrola em 😒",['SHEIN'],CRVG,[],[],[],[],0
122,2021-05-04 12:49:55,@hswift89 mais compra toda semana na shein neh o burguêsa safada,['SHEIN'],1994,[],[],[],"[{'screen_name': 'hswift89', 'name': 'leeh', 'id': 1381348072542855172, 'id_str': '1381348072542855172', 'indices': [0, 9]}]",0
123,2021-05-04 12:50:03,eu só queria conseguir para de tomar Coca Cola mds,['Coca cola'],"Jaraguá do Sul, Brasil",[],[],[],[],1
124,2021-05-04 12:50:08,"acho que vou precisar deixar meu nome ir pro spc, dever pra um agiota, perder minha casa num jogo de azar pra @nubank aumentar meu limite",['Nubank'],"zona leste, sp",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [110, 117]}]",0
