,created_at,tweet_content,keyword,user_location,hashtags,symbols,urls,user_mentions,avg_sentiment
73,2021-05-04 12:41:14,@nubank Sustenta sua gracinha 😡,['Nubank'],"Vila Valério, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
74,2021-05-04 12:41:16,@pestanaskrr n eh que ela seja #### mas tbm n eh essas coca cola toda,['Coca cola'],death star,[],[],[],"[{'screen_name': 'pestanaskrr', 'name': 'sa ☘️ ⋮ 📚: six of crows ⍟', 'id': 1149107893381345280, 'id_str': '1149107893381345280', 'indices': [0, 12]}]",0
76,2021-05-04 12:41:47,Primeira ficada e ele já me pediu uma blusa da Nike,['Nike'],"Vila Velha, Brasil",[],[],[],[],0
77,2021-05-04 12:41:55,A nubank ameaçou bloquear meu cartão se não pagasse a fatura kkk,['Nubank'],None,[],[],[],[],0
78,2021-05-04 12:42:13,como assim a Nubank tá aumentando o limite dos outros e o meu nada 😔,['Nubank'],Brasil,[],[],[],[],0
79,2021-05-04 12:42:40,Já no aguardo do e-mail que vai desanimar o resto do dia,[],Brazil,[],[],[],[],0
80,2021-05-04 12:42:44,Todo mundo ganhando aumento no limite do nubank e eu tendo o pedido do aumento recusado: 🤡🤡🤡,['Nubank'],Brasil,[],[],[],[],0
82,2021-05-04 12:42:44,eu simplesmente ODEIO a @nubank,['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [24, 31]}]",0
84,2021-05-04 12:43:28,"Recebi a encomenda da shein, finalmente acertei nos tamanhos, mas a coleira que mandei vir para o lord é pequena, meu eu nunca acerto 🤦🏻‍♂️",['SHEIN'],Setúbal,[],[],[],[],0
86,2021-05-04 12:43:52,"@nubank Poxa, já são 6 anos de anos pontuais sem que eu não tenha sido agraciado em nenhuma delas :/",['Nubank'],Mariana-Mg,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
88,2021-05-04 12:43:53,"a humilhação do pobre, todos com aumento de limite no nubank e o meu nada 🤡",['Nubank'],None,[],[],[],[],0
92,2021-05-04 12:45:02,Nubank aumentando o limite de geral mas o meu.........,['Nubank'],"Rio de Janeiro, Brasil",[],[],[],[],0
95,2021-05-04 12:45:50,"@nubank  me atende, só queria tirar uma dúvida :(",['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
98,2021-05-04 12:46:00,"Vamos concordar que o Banco Inter é o melhor banco.
E o Nubank só serve pra render os centavos, mas vai sacar pra te ver o absurdo.",['Nubank'],"Macapá, Brasil",[],[],[],[],0
104,2021-05-04 12:47:05,A nubank so da limite alto pra quem n trabalha mesmo?,['Nubank'],None,[],[],[],"[{'screen_name': 'rangelweslley5', 'name': 'uerlei', 'id': 3356029973, 'id_str': '3356029973', 'indices': [3, 18]}]",0
105,2021-05-04 12:47:06,"Falei que melhoraria minha alimentação essa semana, eis que estou tomando Coca Cola no café da manhã",['Coca cola'],None,[],[],[],[],0
106,2021-05-04 12:47:06,Shein por acaso é só pra mulheres mano ????? Acabei de baixar e só aparece coisa feminina,['SHEIN'],"Itu, Brasil",[],[],[],[],0
112,2021-05-04 12:47:47,@_joaopgatti @sophiaemanuella @nubank quando você pede aumento aí mesmo é que não aumentam e tu vai pruma espécie de “final de fila”,['Nubank'],"Sunyshore City, Sinnoh",[],[],[],"[{'screen_name': '_joaopgatti', 'name': 'xota pê', 'id': 1256108838526373889, 'id_str': '1256108838526373889', 'indices': [0, 12]}, {'screen_name': 'sophiaemanuella', 'name': 'sofia', 'id': 1110361523967455232, 'id_str': '1110361523967455232', 'indices': [13, 29]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [30, 37]}]",0
118,2021-05-04 12:49:05,Alguem pra me ajudar? @nubank,['Nubank'],Lomas de zamora,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [22, 29]}]",0
119,2021-05-04 12:49:18,@amazonilio daddy dá academia e tênis nike,['Nike'],sei não ó,[],[],[],"[{'screen_name': 'amazonilio', 'name': 'venti do agreste', 'id': 1042281715677454337, 'id_str': '1042281715677454337', 'indices': [0, 11]}]",0
120,2021-05-04 12:49:28,Acho que minhas compras do shein se perderam no meio do caminho ou o caminhão capotou e perdeu elas,['SHEIN'],None,[],[],[],[],0
121,2021-05-04 12:49:51,"Pedido em trânsito 🤦🏽‍♀️
Shein enrola em 😒",['SHEIN'],CRVG,[],[],[],[],0
122,2021-05-04 12:49:55,@hswift89 mais compra toda semana na shein neh o burguêsa safada,['SHEIN'],1994,[],[],[],"[{'screen_name': 'hswift89', 'name': 'leeh', 'id': 1381348072542855172, 'id_str': '1381348072542855172', 'indices': [0, 9]}]",0
124,2021-05-04 12:50:08,"acho que vou precisar deixar meu nome ir pro spc, dever pra um agiota, perder minha casa num jogo de azar pra @nubank aumentar meu limite",['Nubank'],"zona leste, sp",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [110, 117]}]",0
125,2021-05-04 12:50:29,"@adiirjr Sim, eles são. Mas se fala de Android/xiaomi o adir pira, ai n pode. 🥰🤪",['Xiaomi'],"Blumenau, Brasil",[],[],[],"[{'screen_name': 'adiirjr', 'name': 'Adir', 'id': 1069561194602786817, 'id_str': '1069561194602786817', 'indices': [0, 8]}]",0
128,2021-05-04 13:01:38,Sou uma piada para o @nubank 🤡,['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [21, 28]}]",0
129,2021-05-04 13:01:01,@nubank aumenta meu limite nunk? 😩,['Nubank'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
131,2021-05-04 13:01:58,"Entro no site da Nike é pergunto,pq não sou rico 🤦‍♂️🤯",['Nike'],None,[],[],[],[],0
132,2021-05-04 13:02:23,sofrendo p achar uma jaqueta da nike d nba,['Nike'],21,[],[],[],[],0
133,2021-05-04 13:02:31,@S2NTXS tipo coca cola nos mentos nós tamos a explodir?,['Coca cola'],Cuba,[],[],[],"[{'screen_name': 'S2NTXS', 'name': 'santos !! 🗣', 'id': 1256577388156260356, 'id_str': '1256577388156260356', 'indices': [0, 7]}]",0
134,2021-05-04 13:02:32,@xbabimonteiro acordei com essa linda mensagem porém o aumento foi só de 10 reais. nubank eu sou uma piada pra vc?,['Nubank'],Brasília,[],[],[],"[{'screen_name': 'xbabimonteiro', 'name': 'Babuxa', 'id': 1361471889089171456, 'id_str': '1361471889089171456', 'indices': [0, 14]}]",0
136,2021-05-04 13:03:09,@SHOUYOPlCS perfume da Boticário e jogador de lol,['Boticário'],dc: Naomi Aiko#4324    (ela/u),[],[],[],"[{'screen_name': 'SHOUYOPlCS', 'name': 'foo', 'id': 1370423030766317568, 'id_str': '1370423030766317568', 'indices': [0, 11]}]",0
137,2021-05-04 13:02:55,"Nubank aumenta meu limite mas não aumenta meu salário, aí é foda",['Nubank'],"Rio Grande do Sul, Brasil",[],[],[],[],0
138,2021-05-04 13:03:44,que absurdo,[],None,[],[],[],"[{'screen_name': 'dudinha', 'name': 'dudinha', 'id': 3626009357, 'id_str': '3626009357', 'indices': [3, 11]}]",0
140,2021-05-04 13:03:51,"@nubank Já pedi. Uso muito, pago sempre em dia e tenho que utilizar outros cartões porque só o nu não suporta meus gastos..
Poxinha 🥺",['Nubank'],Rio de Janeiro,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
148,2021-05-04 13:05:01,Vejo Nubank nos TT’s e já imagino qual a merda da vez,['Nubank'],None,[],[],[],[],0
149,2021-05-04 13:04:52,"Nubank tinha que parar com essa porra de descontar 6,50 quando retira dinheiro no caixa",['Nubank'],None,[],[],[],[],0
151,2021-05-04 13:05:18,Lojinhas do insta q compra roupa na shein e vende como se fosse produção exclusiva,['SHEIN'],clareira na mata - 012,[],[],[],[],0
157,2021-05-04 13:10:44,"@nubank nos trendings de aumento de limite, e eu abrindo app atoa 🥲",['Nubank'],"Vitória, ES",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
161,2021-05-04 13:10:48,@nubank  aumento o limite de todo mundo e o meu continuando ZERO e eu tendo que usar o limite temporário,['Nubank'],My Bieber Experience,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
162,2021-05-04 13:11:03,vendo todo mundo receber as coisas da shein ontem/hoje menos eu 🤯🤯😞😞😞,['SHEIN'],Brasil,[],[],[],[],0
165,2021-05-04 13:11:05,ódio anal do site da nike só queria comprar um dunkzinho,['Nike'],Brazil,[],[],[],[],0
166,2021-05-04 13:11:08,"@dearschafer Eu na vida 🤦🏽‍♀️ 🤦🏽‍♀️ 🤣🤣
Pra ter crédito tem que por crédito 🙄😒
Melhor comprar à vista né dona @nubank 🤷",['Nubank'],None,[],[],[],"[{'screen_name': 'Thamires_Dias12', 'name': 'Thamires🖤', 'id': 1040240031460405250, 'id_str': '1040240031460405250', 'indices': [3, 19]}, {'screen_name': 'dearschafer', 'name': 'f', 'id': 856854031, 'id_str': '856854031', 'indices': [21, 33]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [130, 137]}]",0
167,2021-05-04 13:11:14,@nubank sem tempo irmao,['Nubank'],"Anápolis, 🇧🇷",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
168,2021-05-04 13:11:09,"eeeeguas, eu não deixava @nubank",['Nubank'],"São Luís, Brasil",[],[],[],"[{'screen_name': 'julianerys_', 'name': ""don't call me anjão"", 'id': 171442438, 'id_str': '171442438', 'indices': [3, 15]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [42, 49]}]",0
174,2021-05-04 13:11:49,"qual que é o nubank tá aumentando o limite de crédito de todo mundo, mas pro bobo aqui foram incríveis zero reais né",['Nubank'],My Bieber Experience,[],[],[],[],0
176,2021-05-04 13:12:05,@nubank Cadê meu aumento de limite ?,['Nubank'],"Brasília, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
177,2021-05-04 13:12:20,pq a Nubank nunca aumenta a bosta do meu limite,['Nubank'],"Contagem, Brasil",[],[],[],[],0
181,2021-05-04 13:12:56,@sirati_joao @nubank caralho me empresta 1000 ai,['Nubank'],None,[],[],[],"[{'screen_name': 'sirati_joao', 'name': 'Sirati', 'id': 1061798275991388160, 'id_str': '1061798275991388160', 'indices': [0, 12]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}]",0
182,2021-05-04 13:12:57,@NBrunn1_ Alô @nubank aumenta aiii,['Nubank'],None,[],[],[],"[{'screen_name': 'NBrunn1_', 'name': 'NaBru', 'id': 978245198462451712, 'id_str': '978245198462451712', 'indices': [0, 9]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [14, 21]}]",0
183,2021-05-04 13:13:08,nike eu te amo mt mas tbm te odeio,['Nike'],MS,[],[],[],[],0
186,2021-05-04 13:13:18,oq eh q nubank aumentando o limite de todo mundo menos o meu?? quero gastar seus filha da puta,['Nubank'],South Africa,[],[],[],"[{'screen_name': 'juavnn', 'name': 'Julia', 'id': 4873256859, 'id_str': '4873256859', 'indices': [3, 10]}]",0
187,2021-05-04 13:13:20,@nubank Aumentaaaa meu limiteeeeeee,['Nubank'],Ovelhas negras,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
189,2021-05-04 13:13:27,@brunosouzaf10 @nubank eu não vou nem te responder pra evitar a fadiga e não mandar você pra casa do caralho,['Nubank'],"Duque de Caxias, Brasil",[],[],[],"[{'screen_name': 'brunosouzaf10', 'name': 'Bruno ᶜʳᶠ', 'id': 3379734113, 'id_str': '3379734113', 'indices': [0, 14]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [15, 22]}]",0
193,2021-05-04 13:13:39,"@nubank esperei tanto pelo aumento e vc me da só 10,00? eu sou uma piada pra vc?",['Nubank'],Brasília,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
194,2021-05-04 13:13:42,@nubank Melhorem o atendimento virtual e respondam a DM,['Nubank'],"Recife, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
196,2021-05-04 13:13:55,"@promodelivro A falta que um cartão de crédito faz... @nubank aprova tudo e todos, menos eu. Já desisti da vida",['Nubank'],"Pernambuco, Brasil",[],[],[],"[{'screen_name': 'promodelivro', 'name': 'Promo De Livro', 'id': 1260963792487362561, 'id_str': '1260963792487362561', 'indices': [0, 13]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [54, 61]}]",0
198,2021-05-04 13:14:04,site da nike um grande lixo,['Nike'],"Itapetininga, Brasil",[],[],[],[],0
200,2021-05-04 13:14:08,mano vai tomar no cu  o site da Nike é do caralho viu que odio,['Nike'],"Guarujá, Brasil",[],[],[],[],0
202,2021-05-04 13:14:24,"@nubank paguei minha fatura q vence dia 18 bem adiantada, tu n percebe q estou fazendo de tudo p ganhar um aumento de limite n!? 🥺🥺🥺😜😜😜",['Nubank'],"Porciúncula, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
205,2021-05-04 13:14:46,e meu cartão da nubank que nunca chega,['Nubank'],None,[],[],[],[],0
206,2021-05-04 13:14:56,"@crisvector Eu só uso @pumabrasil e @Nike, mesmo! Hahhahaa adidas nazi nunca me enganou",['Nike'],"São José dos Campos, Brasil",[],[],[],"[{'screen_name': 'crisvector', 'name': 'Cris', 'id': 17984064, 'id_str': '17984064', 'indices': [0, 11]}, {'screen_name': 'pumabrasil', 'name': 'pumabrasil', 'id': 281551749, 'id_str': '281551749', 'indices': [22, 33]}, {'screen_name': 'Nike', 'name': 'Nike', 'id': 415859364, 'id_str': '415859364', 'indices': [36, 41]}]",0
209,2021-05-04 13:15:22,"Nubank deve tá tirando uma com minha cara, liberaram um cartão de crédito pra mim com limite de $0,52 🤡🤡🤡🤡",['Nubank'],None,[],[],[],[],0
215,2021-05-04 13:15:40,"Pedi aumento de limite ontem e o @nubank n me deu, agora entro no twitter e ta todo mundo ganhando D:",['Nubank'],None,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [33, 40]}]",0
217,2021-05-04 13:15:59,"@xlauralima @pleasenat não iria pra nubank não, 10 anos de cartão e todo mundo fala que demora séculos pra aumentar",['Nubank'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'xlauralima', 'name': 'laura', 'id': 609784377, 'id_str': '609784377', 'indices': [0, 11]}, {'screen_name': 'pleasenat', 'name': 'nat⁷ 🧈', 'id': 2800273941, 'id_str': '2800273941', 'indices': [12, 22]}]",0
221,2021-05-04 13:16:13,Namoral @nubank aumenta meu limite disgraça!!! Vou ter que ir pro Inter msm é porra?!,['Nubank'],"Salvador, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [8, 15]}]",0
222,2021-05-04 13:16:17,Todo mundo ganhando aumento no limite do nubank e eu tendo o pedido do aumento recusado: 🤡🤡,['Nubank'],"Piauí, Brasil",[],[],[],[],0
225,2021-05-04 13:16:25,"Agora o nubank aumentou meu limite, posso nem pagar $50 imagina $400",['Nubank'],"Recife, Pernambuco",[],[],[],[],0
227,2021-05-04 13:16:38,"6,50 de taxa, pra fazer um saque na nubank 😥",['Nubank'],Davi Luís 💙,[],[],[],[],0
231,2021-05-04 13:16:51,Última vez que o traviscote fez música boa o logo da Nike ainda era certo,['Nike'],"Curitiba, Brasil",[],[],[],[],0
232,2021-05-04 13:16:53,dia difícil pra quem foi taxada na shein 🥲🥲,['SHEIN'],"Itabira, Brasil",[],[],[],[],0
233,2021-05-04 13:16:56,Um mês e a Nike vai e cancela meu force que agora subiu o preço. Eu te odeio nike eu te odeio,['Nike'],"Indaiatuba, Brasil",[],[],[],[],0
235,2021-05-04 13:16:58,"@MarabaCarlos fiz la no mix mateus e tem o da nubank, n dar certo drx kkkkkkkj",['Nubank'],"Tucuruí, Brasil",[],[],[],"[{'screen_name': 'MarabaCarlos', 'name': 'Carlos Zduardo Maraba', 'id': 1192649393188589568, 'id_str': '1192649393188589568', 'indices': [0, 13]}]",0
237,2021-05-10 14:37:47,@boonbap to desde janeiro tentando desbloquear meu cartão alo @nubank,['Nubank'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'boonbap', 'name': 'Bon - 低音 🥁| MLK DO RJ', 'id': 925392913797996544, 'id_str': '925392913797996544', 'indices': [0, 8]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [62, 69]}]",0
241,2021-05-10 14:43:09,"isso mesmo fêmea continua diminuindo qm usa cropped e short 
Tá lindo, mesmo
Amo seu estilo diferenciado 
💫shein💫",['SHEIN'],"Passos, Brasil",[],[],[],[],0
242,2021-05-10 14:44:15,"hj ia perdendo todos os meus pontos da shein á pala da ellen, passei-me durante uns 5min até os conseguir de volta",['SHEIN'],None,[],[],[],[],0
243,2021-05-10 14:45:33,Nubank meu dinheiro....,['Nubank'],goias,[],[],[],[],0
252,2021-05-10 14:39:58,Nubank só pode tá de brincadeira com a minha cara 🤡,['Nubank'],None,[],[],[],[],0
256,2021-05-10 14:36:18,"@nubank não queria um email de recarga de celular, queria um email dizendo ""você está convidado para testar o Apple Pay com seu roxinho""",['Nubank'],"Mendes, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",0
260,2021-05-10 14:49:42,@Brendinhakonig NIKE 🙅🏿‍♂️ Esquece,['Nike'],"Lorena, Brasil",[],[],[],"[{'screen_name': 'Brendinhakonig', 'name': 'Brendinha', 'id': 1274867376119590916, 'id_str': '1274867376119590916', 'indices': [0, 15]}]",0
261,2021-05-10 14:50:34,"O nubank negando uma compra pq excedeu 0,50$ do limite. Kkkkkkkkkkkkkk",['Nubank'],None,[],[],[],[],0
264,2021-05-10 14:52:36,nubank eu te amo mas qual o problema de deixar sacar sem pagar taxa? sou obrigada a abrir conta em outro lugar,['Nubank'],None,[],[],[],[],0
265,2021-05-10 14:54:35,@MauricioCola Incrível como a Nike sente prazer em CAGAR camisas. O aproveitamento é impressionante.,['Nike'],"Maceió, Brasil",[],[],[],"[{'screen_name': 'MauricioCola', 'name': 'Маurício Simões ⭐', 'id': 230115217, 'id_str': '230115217', 'indices': [0, 13]}]",0
268,2021-05-10 14:47:16,Comprei na shein mas não tenho paciência nenhuma de espera,['SHEIN'],Deprelândia - lagrimas,[],[],[],[],0
271,2021-05-10 14:50:32,Tem uns shorts jeans da Shein que misericórdia KKKKKKKKKKK,['SHEIN'],"Rio de Janeiro, Brasil",[],[],[],[],0
273,2021-05-10 14:56:22,gente q horror meu professor usa adidas junto c nike💔💔💔💔💔💔,['Nike'],"Campina Grande, Brasil",[],[],[],[],0
277,2021-05-10 14:38:39,@mariaaa_juulia cadê minhas roupas da shein 😔😔😔,['SHEIN'],"Paraná, Brasil",[],[],[],"[{'screen_name': 'mariaaa_juulia', 'name': '✹ ☽', 'id': 896096841829371904, 'id_str': '896096841829371904', 'indices': [0, 15]}]",0
279,2021-05-10 14:39:56,"@amaralgusman @nubank Eu amo, sabe? Mas perder dinheiro me irrita num nível!!",['Nubank'],"Camaçari, Brasil",[],[],[],"[{'screen_name': 'amaralgusman', 'name': '𝙖𝙢𝙖𝙧𝙖𝙡', 'id': 771172927941193729, 'id_str': '771172927941193729', 'indices': [0, 13]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [14, 21]}]",0
281,2021-05-10 14:40:21,minha coca cola bebe rato,['Coca cola'],"Coronel Fabriciano, Brasil",[],[],[],[],0
283,2021-05-10 14:42:23,"fica fria ai nubank
vou te pagar n",['Nubank'],Diadema SP,[],[],[],[],0
285,2021-05-10 14:48:57,"@marcoslonguini @RodrigoBuenoTV Até na Europa a Nike está fraca, vários times de ponta não usam Nike.",['Nike'],Itapevi - SP,[],[],[],"[{'screen_name': 'marcoslonguini', 'name': 'Z.', 'id': 1134073321308508160, 'id_str': '1134073321308508160', 'indices': [0, 15]}, {'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [16, 31]}]",0
287,2021-05-10 14:49:59,meu sonho acabar logo o contrato do corinthians com a nike,['Nike'],‏زكواد,[],[],[],[],0
